StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q11,Q16,Q21,Q26,Q31,Q36,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q44,Q49,Q54,Q59,Q64,Q69,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q79_First Click,Q79_Last Click,Q79_Page Submit,Q79_Click Count,Q80,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q81_8,Q81_9,Q81_10,Q81_11,Q81_12,Q81_13,Q81_14,Q81_15,Q81_16,Q81_17,Q81_18,Q86,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q92,Q93_First Click,Q93_Last Click,Q93_Page Submit,Q93_Click Count,PROLIFIC_PID,Condition,exposure
2020-08-19 10:46:25,2020-08-19 10:56:06,0,100,580,1,2020-08-19 10:56:06,R_3Okx2zwNmWwhut9,anonymous,EN-GB,1.294,197.573,200.697,22,24,Male,3,7,2,4,1,5,4,1,7,1,4,1,1,7,1,6,1,7,1,,,,,,,,,,,0,0,8,0,1,2,1,2,2,1,,,,,0,0,32.058,0,,,,,I already don't remember the first one. The second one was a cartoon about global warming being wrong. I would never share something like that. The third one was about biscuits I think.,7,3,4,1,5,4,1,7,1,5,1,1,7,1,6,1,7,1,,,,,,,0,0,8.926,0,,control,climate
2020-08-19 10:50:10,2020-08-19 10:56:37,0,100,386,1,2020-08-19 10:56:37,R_2WBEB3YUXfJLlkp,anonymous,EN-GB,1.031,63.55,65.635,21,22,Male,5,7,6,6,3,5,1,3,6,2,6,1,3,5,4,6,2,6,3,0,0,41.254,0,2,2,1,2,2,1,,,,,,,,,,,0,0,21.078,0,,,,,,,,,"I would not share the first two posts. The first had text added to the image to give a human voice to an animal, and the image may well have been photoshopped itself. There was no evidence to back any claims of animal cruelty.
The second post did not appear to link through to the study it detailed, and I would need more evidence to feel comfortable sharing the post.
The final post was simply food related and I would be fine sharing this.",7,6,4,2,5,1,3,6,2,5,1,2,5,4,6,2,6,3,,0,0,19.469,0,,,,,,,intervention,cam
2020-08-19 10:45:27,2020-08-19 10:56:39,0,100,672,1,2020-08-19 10:56:39,R_2ghysAXZcJVCEDv,anonymous,EN-GB,4.279,142.875,144.479,37,21,Female,2,7,5,1,1,4,2,1,7,2,6,1,4,6,1,5,2,7,1,0,0,4.738,0,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,0,0,55.898,0,"The first one was from PETA, about stopping animal cruelty/ exploitation- forcing tigers to jump through rings of fire. The second tweet was from somebody sharing embedded information from a UK scientist about the dangers of aluminium something (?) in vaccines, advocating for #VaccineSafety, etc. The third was a food picture about chocolate dipped Oreo peanut butter Reeses' cups. I would hesitate to share the first two tweets before clicking through the links to see if they have any evidence to back up their claims. ",7,5,2,1,4,2,1,7,2,6,1,4,6,2,6,2,7,1,,0,0,18.394,0,,,,,,,intervention,vax
2020-08-19 10:51:25,2020-08-19 10:57:05,0,100,339,1,2020-08-19 10:57:05,R_OvBm3Z6u3Sh9GZX,anonymous,EN-GB,0.956,66.812,68.117,20,37,Male,5,7,1,1,2,2,1,1,7,1,7,1,1,7,1,5,1,7,1,,,,,,,,,,,0,0,11.082,0,1,1,1,2,2,1,,,,,,,,,0,0,30.937,0,Id have concerns about sharing the vaccine tweet and the peta tweet. The oreo tweet seemed fine.,7,1,1,2,2,2,1,7,1,7,1,1,7,1,7,1,7,1,,,,,,,17.255,28.578,29.218,2,,control,vax
2020-08-19 10:53:47,2020-08-19 11:00:14,0,100,386,1,2020-08-19 11:00:14,R_b8G2sqxZWF3UvzH,anonymous,EN-GB,1.8,162.731,163.441,32,18,Female,2,7,2,6,5,4,2,2,5,2,7,2,5,5,6,2,3,7,3,,,,,,,,,,,0,0,3.466,0,1,2,1,2,2,1,9.413,11.798,18.323,3,,,,,,,,,"The twitter feed presented showed a variety of important issues and less important issues, I would feel comfortable sharing most posts.",6,3,6,5,3,2,2,6,4,7,2,5,4,5,3,3,7,3,,,,,,,0,0,4.144,0,,control,cam
2020-08-19 10:46:44,2020-08-19 11:02:41,0,100,957,1,2020-08-19 11:02:41,R_eghPyo2P6XZOr0B,anonymous,EN-GB,1.28,196.432,197.931,28,31,Male,6,7,3,2,2,1,4,1,7,1,7,1,2,7,1,5,1,7,1,0,0,8.772,0,2,2,1,2,2,1,,,,,,,,,,,0,0,98.093,0,,,,,,,,,"I saw two posts that were represented by organisations that have an agenda, and another post at the end that was likely just a recipe.
I would have problems sharing with the first 2 of the feed. I am all for animal rights and protection however PETA has been known for being extremist and extremely controversial.

I have concerns about homeopathy because the scientific evidence clearly does not support homeopathy as a valid treatment. If reputable scientific journals show evidence to support homeopathy then of course I wouldn't mind sharing it provided the actual content is relevant to the scientific findings.",7,3,2,1,1,4,1,7,1,7,1,1,7,1,6,1,7,1,"One of the parameters that could additionally be assessed is the consumption of main stream media, particularly the Murdoch media.
The Murdoch media has without a doubt empowered conspiracy theorists and the sharing of misinformation. Facebook's lack of fact checking and twitter bots definitely contribute but I believe mainstream media starting from commercial TV is the beginning of the disease.",15.985,280.271,284.818,13,,,,,,,intervention,cam
2020-08-19 10:57:19,2020-08-19 11:04:12,0,100,412,1,2020-08-19 11:04:12,R_3iWkM54vMTQ3nZE,anonymous,EN-GB,0.791,85.032,85.771,23,25,male,5,6,2,6,4,2,2,6,6,5,5,4,5,6,4,3,4,7,5,,,,,,,,,,,0,0,19.18,0,1,1,1,2,2,1,,,,,,,,,0,0,18.222,0,"animal abuse, vaccines, food. Wouldn't take too much interest in the vaccine post seems irresponsible ",6,2,6,4,4,2,2,6,5,6,4,5,6,4,3,4,7,5,,,,,,,0,0,12.436,0,,control,vax
2020-08-19 10:56:45,2020-08-19 11:04:53,0,100,487,1,2020-08-19 11:04:53,R_1rkzCa3JvixO175,anonymous,EN-GB,1.902,80.702,81.038,24,28,Male,5,7,6,2,4,4,6,1,7,1,5,1,1,6,1,7,1,7,1,,,,,,,,,,,0,0,11.277,0,1,2,1,1,2,1,,,,,11.238,12.598,16.95,3,,,,,"I am concern about the post on climate change, considering the many evidence that supports the impact of human activity on the climate. It may result in more severe problems down the road.",7,6,1,4,2,6,1,7,1,5,1,1,5,1,7,1,7,1,,,,,,,0,0,16.977,0,,control,climate
2020-08-19 10:59:47,2020-08-19 11:05:09,0,100,321,1,2020-08-19 11:05:09,R_efmGxmrh0AznRh7,anonymous,EN-GB,0.934,52.685,53.056,23,19,Male,2,5,5,4,4,3,4,2,6,3,5,2,4,5,2,5,4,6,1,,,,,,,,,,,0,0,6.583,0,1,2,1,2,2,1,0,0,23.591,0,,,,,,,,,"I saw a post about tigers from Peta, which I would not share due to not agreeing with all of their viewpoints. 

I would have no concerns about sharing the cupcake recipe, but would not share the alternative medicine post.",5,5,4,4,3,5,2,6,3,5,3,4,5,3,5,4,5,2,,,,,,,0,0,17.765,0,,control,cam
2020-08-19 10:56:43,2020-08-19 11:07:16,0,100,633,1,2020-08-19 11:07:17,R_xbIhnOpwZ7OimWt,anonymous,EN-GB,0.82,171.376,172.264,31,20,Male,2,5,5,5,1,4,3,4,7,3,7,2,4,4,3,3,2,4,2,0,0,19.881,0,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,0,0,37.285,0,"Tiger in a circuit, Business news, Cupcake with chocolate coating. Yeah, Peta agenda are extreme and bias toward animal right.",5,5,5,1,4,4,4,7,3,7,1,4,4,3,3,3,4,1,,2.855,4.178,11.5,3,,,,,,,intervention,vax
2020-08-19 10:52:42,2020-08-19 11:07:36,0,100,893,1,2020-08-19 11:07:36,R_1i3gxBQLfmhL1aT,anonymous,EN-GB,2.506,125.966,127.343,31,35,Male,5,4,5,7,6,6,1,4,7,5,7,5,7,4,7,3,6,7,1,1.337,1.337,44.044,1,2,2,1,2,1,1,,,,,,,,,,,,,,,0,0,58.076,0,,,,,"There was a comic about climate change making a point that scientist can't seem to get the facts right and made predictions that didn't even happen. There was an animal cruelty post quoted from PETA showing a tiger jumping through a ring of fire, tigers don't deserve the treatment they get in circuses and lastly there was something about peanut butter Reese and Oreo cupcakes.
    I would not have any issues with the animal cruelty post because I could see that it was from an officially recognised organisization, PETA. I would be skeptical about the climate change post. As for the cup cake post, that is just food idea.

",5,6,7,4,5,1,4,7,5,7,5,5,7,7,4,6,7,1,,1.356,55.072,58.796,2,,,,,,,intervention,climate
2020-08-19 11:03:18,2020-08-19 11:09:11,0,100,353,1,2020-08-19 11:09:12,R_3JlcHuihIR0TRdh,anonymous,EN-GB,0.823,76.431,77.524,23,37,Male,6,7,5,2,3,2,4,3,7,2,6,1,4,6,1,4,1,7,1,,,,,,,,,,,0,0,22.185,0,1,2,1,2,2,1,,,,,,,,,0,0,16.661,0,"Story/post on tiger jumping through fire.
UK scientist complaining about alumunium adjuncts in vaccines.
Chocolate coated reeses things.

First post - PETA have some controversial opinions, but generally that post looks okay.
Second post - ridiculous crap that could potentially cause a lot of harm.
Third post - chocolate seems okay?",7,5,2,3,2,4,2,7,2,6,1,4,6,2,4,1,7,1,,,,,,,21.05,21.05,22.868,1,,control,vax
2020-08-19 10:59:01,2020-08-19 11:09:53,0,100,652,1,2020-08-19 11:09:54,R_9B84AvAbkimhSHn,anonymous,EN-GB,3.057,108.897,205.377,6,27,Male,6,6,4,5,4,3,3,2,6,2,6,1,3,6,5,5,3,7,1,,,,,,,,,,,0,0,44.065,0,1,2,1,2,2,1,,,,,0,0,24,0,,,,,"The first post was about animal cruelty, the second post was about the climate, and the final post was about oreos and reeces peanut butter cups. I would only be comfortable sharing the last post. The first two seemed to offend someone. ",6,4,4,4,2,3,2,6,2,7,1,1,6,5,6,2,7,1,,,,,,N/A - Great study!,32.962,32.962,38.944,1,,control,climate
